
| :symbol | :qty |           :px-open |   :dt-open |          :px-close |  :dt-close |                 :pl |                                                                                                                                                                      :data |
|   FSNGX |  100 | 31.899999618530273 | 2005-04-08 | 30.239999771118164 | 2005-04-14 | -165.99998474121094 | {:rsma200 1.1019454909280582, :rsma30 0.9384653006578954, :sma200 28.948799991607665, :date #time/date "2005-04-08", :close 31.899999618530273, :sma30 33.991666603088376} |
|   FSCHX |  100 |  66.93000030517578 | 2005-04-13 |  65.05000305175781 | 2005-04-14 | -187.99972534179688 |    {:rsma200 1.0640132895228316, :rsma30 0.9458555545414609, :sma200 62.90334995269775, :date #time/date "2005-04-13", :close 66.93000030517578, :sma30 70.76133346557617} |
|   FNARX |  100 |  18.68000030517578 | 2005-04-13 |   17.8700008392334 | 2005-04-15 |  -80.99994659423828 |     {:rsma200 1.08215517728841, :rsma30 0.9429898568099121, :sma200 17.261849961280824, :date #time/date "2005-04-13", :close 18.68000030517578, :sma30 19.80933322906494} |
|   FNARX |  100 | 18.170000076293945 | 2005-04-18 | 18.700000762939453 | 2005-04-19 |   53.00006866455078 | {:rsma200 1.0501220967964096, :rsma30 0.9269462377170198, :sma200 17.302749967575075, :date #time/date "2005-04-18", :close 18.170000076293945, :sma30 19.601999918619793} |
|   FSENX |  100 | 34.970001220703125 | 2005-04-15 |  36.56999969482422 | 2005-04-19 |  159.99984741210938 |   {:rsma200 1.0782710410834402, :rsma30 0.9166288275534809, :sma200 32.43155003547668, :date #time/date "2005-04-15", :close 34.970001220703125, :sma30 38.15066706339518} |
|   FSESX |  100 |  45.41999816894531 | 2005-04-15 |  47.33000183105469 | 2005-04-19 |   191.0003662109375 |     {:rsma200 1.0830518177064037, :rsma30 0.9296454650452818, :sma200 41.9370499420166, :date #time/date "2005-04-15", :close 45.41999816894531, :sma30 48.85733311971028} |
|   FNARX |  100 |   18.3700008392334 | 2005-04-20 | 18.829999923706055 | 2005-04-21 |  45.999908447265625 |   {:rsma200 1.0598128375534155, :rsma30 0.9434221099664281, :sma200 17.333249974250794, :date #time/date "2005-04-20", :close 18.3700008392334, :sma30 19.471666653951008} |
|   FSENX |  100 | 35.459999084472656 | 2005-04-28 | 35.599998474121094 | 2005-04-29 |   13.99993896484375 |    {:rsma200 1.081544328482605, :rsma30 0.9459194774406834, :sma200 32.78645003318787, :date #time/date "2005-04-28", :close 35.459999084472656, :sma30 37.48733367919922} |
|   FSESX |  100 | 45.459999084472656 | 2005-04-28 | 46.630001068115234 | 2005-05-02 |  117.00019836425781 | {:rsma200 1.0715379876334377, :rsma30 0.9428014263466763, :sma200 42.424999961853025, :date #time/date "2005-04-28", :close 45.459999084472656, :sma30 48.217999903361004} |
|   FSESX |  100 |  45.40999984741211 | 2005-05-03 |   46.2599983215332 | 2005-05-04 |   84.99984741210938 |      {:rsma200 1.0673969099835312, :rsma30 0.948498542909512, :sma200 42.54274995803833, :date #time/date "2005-05-03", :close 45.40999984741211, :sma30 47.8756664276123} |
|   FSENX |  100 |               35.0 | 2005-05-12 |   34.4900016784668 | 2005-05-13 |  -50.99983215332031 |                {:rsma200 1.055791013041994, :rsma30 0.9491010612541464, :sma200 33.150500020980836, :date #time/date "2005-05-12", :close 35.0, :sma30 36.877000172932945} |
|   FSNGX |  100 |  37.86000061035156 | 2005-10-06 |  38.86000061035156 | 2005-10-07 |               100.0 |       {:rsma200 1.12212690683067, :rsma30 0.9427369289585383, :sma200 33.7394998550415, :date #time/date "2005-10-06", :close 37.86000061035156, :sma30 40.15966644287109} |
|   FSENX |  100 | 45.150001525878906 | 2005-10-06 | 46.150001525878906 | 2005-10-07 |               100.0 |   {:rsma200 1.1442155399548433, :rsma30 0.9445672897259957, :sma200 39.45935005187988, :date #time/date "2005-10-06", :close 45.150001525878906, :sma30 47.79966659545899} |
|   FSESX |  100 | 57.650001525878906 | 2005-10-06 | 58.810001373291016 | 2005-10-07 |  115.99998474121094 |  {:rsma200 1.1302780505737016, :rsma30 0.9373018732423395, :sma200 51.00515001296997, :date #time/date "2005-10-06", :close 57.650001525878906, :sma30 61.506333414713545} |
|   FSNGX |  100 | 38.060001373291016 | 2005-10-10 |  39.15999984741211 | 2005-10-11 |  109.99984741210938 |  {:rsma200 1.1251733589291337, :rsma30 0.9450500716788246, :sma200 33.825899868011476, :date #time/date "2005-10-10", :close 38.060001373291016, :sma30 40.27299982706706} |
|   FSESX |  100 |  57.86000061035156 | 2005-10-10 |  58.81999969482422 | 2005-10-11 |   95.99990844726562 |    {:rsma200 1.1309550683052025, :rsma30 0.9403441172196586, :sma200 51.16030002593994, :date #time/date "2005-10-10", :close 57.86000061035156, :sma30 61.53066685994466} |
|   FSNGX |  100 |   38.2599983215332 | 2005-10-12 |  38.79999923706055 | 2005-10-17 |  54.000091552734375 |     {:rsma200 1.1280079274943375, :rsma30 0.9480308871759231, :sma200 33.91819985389709, :date #time/date "2005-10-12", :close 38.2599983215332, :sma30 40.35733311971028} |
|   FSENX |  100 | 44.310001373291016 | 2005-10-13 | 45.880001068115234 | 2005-10-17 |  156.99996948242188 |   {:rsma200 1.1135754244972909, :rsma30 0.9254450683752862, :sma200 39.79075004577637, :date #time/date "2005-10-13", :close 44.310001373291016, :sma30 47.87966664632162} |
|   FSESX |  100 |  57.86000061035156 | 2005-10-12 |   58.2400016784668 | 2005-10-17 |   38.00010681152344 |    {:rsma200 1.127386281477288, :rsma30 0.9406243800098884, :sma200 51.322250022888184, :date #time/date "2005-10-12", :close 57.86000061035156, :sma30 61.51233355204264} |
|   FSNGX |  100 |   36.9900016784668 | 2005-10-18 | 35.869998931884766 | 2005-10-20 | -112.00027465820312 |     {:rsma200 1.0853109477782135, :rsma30 0.9217926309700275, :sma200 34.08239984512329, :date #time/date "2005-10-18", :close 36.9900016784668, :sma30 40.12833302815755} |
|   FSNGX |  100 |  36.34000015258789 | 2005-10-21 |  37.79999923706055 | 2005-10-24 |  145.99990844726562 |    {:rsma200 1.0623649844586411, :rsma30 0.9126678591592888, :sma200 34.20669984817505, :date #time/date "2005-10-21", :close 36.34000015258789, :sma30 39.81733309427897} |
|   FSENX |  100 | 43.939998626708984 | 2005-10-18 |  45.04999923706055 | 2005-10-24 |  111.00006103515625 | {:rsma200 1.0989491598896624, :rsma30 0.9227473547166872, :sma200 39.983650045394896, :date #time/date "2005-10-18", :close 43.939998626708984, :sma30 47.618666585286455} |
|   FSESX |  100 | 55.619998931884766 | 2005-10-18 | 57.869998931884766 | 2005-10-24 |               225.0 |   {:rsma200 1.0775853505245696, :rsma30 0.9128557872910501, :sma200 51.61540002822876, :date #time/date "2005-10-18", :close 55.619998931884766, :sma30 60.92966677347819} |
|   FSNGX |  100 |  37.29999923706055 | 2005-10-27 |   38.2599983215332 | 2005-10-28 |   95.99990844726562 |    {:rsma200 1.0843653532512336, :rsma30 0.9418161201923008, :sma200 34.39799983024597, :date #time/date "2005-10-27", :close 37.29999923706055, :sma30 39.60433298746745} |
|   FSNGX |  100 | 36.689998626708984 | 2005-11-10 | 37.130001068115234 | 2005-11-11 |     44.000244140625 |   {:rsma200 1.0533749867507585, :rsma30 0.9497717391276083, :sma200 34.83089981079102, :date #time/date "2005-11-10", :close 36.689998626708984, :sma30 38.63033307393392} |
|   FSNGX |  100 |  39.70000076293945 | 2006-02-10 |  38.90999984741211 | 2006-02-13 |  -79.00009155273438 |      {:rsma200 1.0629183642531288, :rsma30 0.9413903659263612, :sma200 37.3499998664856, :date #time/date "2006-02-10", :close 39.70000076293945, :sma30 42.1716667175293} |
|   FNARX |  100 | 25.110000610351562 | 2006-02-15 | 25.760000228881836 | 2006-02-16 |   64.99996185302734 |  {:rsma200 1.098884292347584, :rsma30 0.9413308592389791, :sma200 22.850450029373167, :date #time/date "2006-02-15", :close 25.110000610351562, :sma30 26.674999936421713} |
|   FSENX |  100 | 48.599998474121094 | 2006-02-14 | 49.290000915527344 | 2006-02-16 |     69.000244140625 |   {:rsma200 1.0792636685064798, :rsma30 0.9432802364977567, :sma200 45.03069999694824, :date #time/date "2006-02-14", :close 48.599998474121094, :sma30 51.52233301798503} |
|   FSNGX |  100 | 39.869998931884766 | 2006-02-17 |              40.75 | 2006-02-21 |   88.00010681152344 |  {:rsma200 1.0607912723537547, :rsma30 0.9482170646515675, :sma200 37.58514985084534, :date #time/date "2006-02-17", :close 39.869998931884766, :sma30 42.047333272298175} |
|   FSESX |  100 |  68.69000244140625 | 2006-02-14 |  71.36000061035156 | 2006-02-21 |  266.99981689453125 |   {:rsma200 1.1470165244473667, :rsma30 0.9301454563857714, :sma200 59.885800228118896, :date #time/date "2006-02-14", :close 68.69000244140625, :sma30 73.84866739908854} |
|   FSNGX |  100 | 39.810001373291016 | 2006-02-22 |  39.61000061035156 | 2006-02-23 | -20.000076293945312 |   {:rsma200 1.0564109500428784, :rsma30 0.9477744357522181, :sma200 37.68419985771179, :date #time/date "2006-02-22", :close 39.810001373291016, :sma30 42.00366655985514} |
|   FSESX |  100 |  69.58000183105469 | 2006-02-22 |  70.16999816894531 | 2006-02-24 |    58.9996337890625 |     {:rsma200 1.1510101373852382, :rsma30 0.944858384117858, :sma200 60.45125022888183, :date #time/date "2006-02-22", :close 69.58000183105469, :sma30 73.64066721598307} |
|   FSESX |  100 |  68.30000305175781 | 2006-02-27 |  69.63999938964844 | 2006-03-01 |   133.9996337890625 |   {:rsma200 1.1236325207394446, :rsma30 0.9314822232840454, :sma200 60.785000247955324, :date #time/date "2006-02-27", :close 68.30000305175781, :sma30 73.32400054931641} |
|   FSENX |  100 | 48.459999084472656 | 2006-03-07 | 48.369998931884766 | 2006-03-08 |  -9.000015258789062 |    {:rsma200 1.0530524422345768, :rsma30 0.9483242092961677, :sma200 46.01859996795654, :date #time/date "2006-03-07", :close 48.459999084472656, :sma30 51.1006664276123} |
|   FSESX |  100 |  68.37000274658203 | 2006-03-06 |  68.41000366210938 | 2006-03-13 |   4.000091552734375 |    {:rsma200 1.1130819684500592, :rsma30 0.9425101754328814, :sma200 61.42405023574829, :date #time/date "2006-03-06", :close 68.37000274658203, :sma30 72.54033381144205} |
|   FNARX |  100 | 27.219999313354492 | 2006-05-17 | 26.610000610351562 | 2006-05-18 |  -60.99987030029297 |  {:rsma200 1.0739599921014968, :rsma30 0.9419662767003977, :sma200 25.34545002937317, :date #time/date "2006-05-17", :close 27.219999313354492, :sma30 28.896999804178872} |
|   FNARX |  100 | 26.690000534057617 | 2006-05-19 |              26.25 | 2006-05-22 |  -44.00005340576172 |  {:rsma200 1.051300654712278, :rsma30 0.9279712803009389, :sma200 25.387600030899048, :date #time/date "2006-05-19", :close 26.690000534057617, :sma30 28.761666552225748} |
|   FSAGX |  100 | 35.540000915527344 | 2006-05-17 |  33.77000045776367 | 2006-05-22 |  -177.0000457763672 | {:rsma200 1.0788233378231118, :rsma30 0.9314149651575422, :sma200 32.943300046920776, :date #time/date "2006-05-17", :close 35.540000915527344, :sma30 38.157000096638996} |
