
|  :dir | :prct | :len |               :low |              :high |             :close |  :dt-first |   :dt-last |
|   :up |   4.2 |    7 | 29.209999084472656 |  30.45009994506836 |  30.45009994506836 | 2008-05-09 | 2008-05-16 |
| :down |  11.5 |   14 | 27.309999465942383 |  30.45009994506836 | 27.309999465942383 | 2008-05-16 | 2008-06-05 |
|   :up |   3.6 |    3 | 27.309999465942383 | 28.299999237060547 | 28.299999237060547 | 2008-06-05 | 2008-06-06 |
| :down |   2.9 |    3 | 27.489999771118164 | 28.299999237060547 | 27.489999771118164 | 2008-06-06 | 2008-06-10 |
|   :up |   1.5 |    3 | 27.489999771118164 | 27.889999389648438 | 27.889999389648438 | 2008-06-10 | 2008-06-11 |
| :down |   2.8 |    2 |   27.1200008392334 | 27.889999389648438 |   27.1200008392334 | 2008-06-11 | 2008-06-12 |
|   :up |   7.2 |    5 |   27.1200008392334 |  29.06999969482422 |  29.06999969482422 | 2008-06-12 | 2008-06-18 |
| :down |   2.1 |    4 | 28.459999084472656 |  29.06999969482422 | 28.459999084472656 | 2008-06-18 | 2008-06-19 |
|   :up |   1.7 |    2 | 28.459999084472656 |  28.93000030517578 |  28.93000030517578 | 2008-06-19 | 2008-06-20 |
| :down |   4.3 |    4 | 27.729999542236328 |  28.93000030517578 | 27.729999542236328 | 2008-06-20 | 2008-06-25 |
|   :up |   2.2 |    2 | 27.729999542236328 | 28.350000381469727 | 28.350000381469727 | 2008-06-25 | 2008-06-26 |
| :down |  12.7 |   13 | 25.149999618530273 | 28.350000381469727 | 25.149999618530273 | 2008-06-26 | 2008-07-15 |
|   :up |   9.4 |    4 | 25.149999618530273 | 27.520000457763672 | 27.520000457763672 | 2008-07-15 | 2008-07-18 |
| :down |   7.3 |    4 | 25.639999389648438 | 27.520000457763672 | 25.639999389648438 | 2008-07-18 | 2008-07-23 |
|   :up |   3.1 |    3 | 25.639999389648438 |  26.43000030517578 |  26.43000030517578 | 2008-07-23 | 2008-07-24 |
| :down |   3.9 |    2 | 25.440000534057617 |  26.43000030517578 | 25.440000534057617 | 2008-07-24 | 2008-07-25 |
|   :up |   2.8 |    2 | 25.440000534057617 |  26.15999984741211 |  26.15999984741211 | 2008-07-25 | 2008-07-28 |
| :down |   2.6 |    2 |               25.5 |  26.15999984741211 |               25.5 | 2008-07-28 | 2008-07-29 |
|   :up |   2.9 |    3 |               25.5 | 26.229999542236328 | 26.229999542236328 | 2008-07-29 | 2008-07-31 |
| :down |   3.8 |    4 | 25.280000686645508 | 26.229999542236328 | 25.280000686645508 | 2008-07-31 | 2008-08-05 |
|   :up |  11.3 |   13 | 25.280000686645508 |   28.1299991607666 |   28.1299991607666 | 2008-08-05 | 2008-08-21 |
| :down |   3.5 |   10 |  27.18000030517578 |   28.1299991607666 |  27.18000030517578 | 2008-08-21 | 2008-08-22 |
|   :up |   2.4 |    3 |  27.18000030517578 |  27.84000015258789 |  27.84000015258789 | 2008-08-22 | 2008-08-26 |
| :down |   2.1 |    3 | 27.270000457763672 |  27.84000015258789 | 27.270000457763672 | 2008-08-26 | 2008-08-27 |
|   :up |   2.5 |    3 | 27.270000457763672 | 27.940000534057617 | 27.940000534057617 | 2008-08-27 | 2008-08-29 |
| :down |   8.9 |    8 | 25.649999618530273 | 27.940000534057617 | 25.649999618530273 | 2008-08-29 | 2008-09-10 |
|   :up |   7.7 |    6 | 25.649999618530273 |   27.6200008392334 |   27.6200008392334 | 2008-09-10 | 2008-09-15 |
| :down |  12.4 |    8 |  24.56999969482422 |   27.6200008392334 |  24.56999969482422 | 2008-09-15 | 2008-09-24 |
|   :up |  11.5 |    8 |  24.56999969482422 | 27.399999618530273 | 27.399999618530273 | 2008-09-24 | 2008-09-29 |
| :down |   9.6 |    2 | 25.010000228881836 | 27.399999618530273 | 25.010000228881836 | 2008-09-29 | 2008-09-30 |
|   :up |   6.7 |    5 | 25.010000228881836 | 26.690000534057617 | 26.690000534057617 | 2008-09-30 | 2008-10-06 |
| :down |  24.1 |    9 |               21.5 | 26.690000534057617 |               21.5 | 2008-10-06 | 2008-10-13 |
|   :up |  18.6 |    2 |               21.5 |               25.5 |               25.5 | 2008-10-13 | 2008-10-14 |
| :down |  12.5 |    3 |  22.65999984741211 |               25.5 |  22.65999984741211 | 2008-10-14 | 2008-10-16 |
|   :up |   9.1 |    4 |  22.65999984741211 | 24.719999313354492 | 24.719999313354492 | 2008-10-16 | 2008-10-21 |
| :down |  16.7 |    6 |  21.18000030517578 | 24.719999313354492 |  21.18000030517578 | 2008-10-21 | 2008-10-28 |
|   :up |   9.1 |    4 |  21.18000030517578 | 23.100000381469727 | 23.100000381469727 | 2008-10-28 | 2008-10-31 |
| :down |   3.4 |    4 | 22.329999923706055 | 23.100000381469727 | 22.329999923706055 | 2008-10-31 | 2008-11-03 |
|   :up |   5.4 |    3 | 22.329999923706055 | 23.530000686645508 | 23.530000686645508 | 2008-11-03 | 2008-11-05 |
| :down |  34.2 |   13 | 17.530000686645508 | 23.530000686645508 | 17.530000686645508 | 2008-11-05 | 2008-11-21 |
|   :up |  18.0 |    6 | 17.530000686645508 | 20.690000534057617 | 20.690000534057617 | 2008-11-21 | 2008-12-01 |
| :down |  11.2 |    6 | 18.610000610351562 | 20.690000534057617 | 18.610000610351562 | 2008-12-01 | 2008-12-03 |
|   :up |   6.8 |    3 | 18.610000610351562 |   19.8700008392334 |   19.8700008392334 | 2008-12-03 | 2008-12-04 |
| :down |   4.0 |    2 | 19.110000610351562 |   19.8700008392334 | 19.110000610351562 | 2008-12-04 | 2008-12-05 |
|   :up |   9.9 |    5 | 19.110000610351562 | 21.010000228881836 | 21.010000228881836 | 2008-12-05 | 2008-12-11 |
| :down |  10.3 |    6 | 19.040000915527344 | 21.010000228881836 | 19.040000915527344 | 2008-12-11 | 2008-12-16 |
|   :up |   5.6 |    2 | 19.040000915527344 | 20.110000610351562 | 20.110000610351562 | 2008-12-16 | 2008-12-17 |
| :down |   6.1 |    9 | 18.959999084472656 | 20.110000610351562 | 18.959999084472656 | 2008-12-17 | 2008-12-30 |
|   :up |   9.5 |    6 | 18.959999084472656 | 20.760000228881836 | 20.760000228881836 | 2008-12-30 | 2009-01-07 |
| :down |   6.4 |    2 | 19.510000228881836 | 20.760000228881836 | 19.510000228881836 | 2009-01-07 | 2009-01-08 |
|   :up |   3.1 |    2 | 19.510000228881836 |   20.1200008392334 |   20.1200008392334 | 2009-01-08 | 2009-01-09 |
| :down |   3.3 |    3 | 19.469999313354492 |   20.1200008392334 | 19.469999313354492 | 2009-01-09 | 2009-01-13 |
|   :up |   1.8 |    2 | 19.469999313354492 |  19.81999969482422 |  19.81999969482422 | 2009-01-13 | 2009-01-14 |
| :down |   3.8 |    3 |  19.09000015258789 |  19.81999969482422 |  19.09000015258789 | 2009-01-14 | 2009-01-16 |
|   :up |   3.2 |    3 |  19.09000015258789 | 19.709999084472656 | 19.709999084472656 | 2009-01-16 | 2009-01-20 |
| :down |   6.7 |    2 | 18.479999542236328 | 19.709999084472656 | 18.479999542236328 | 2009-01-20 | 2009-01-21 |
|   :up |   4.9 |    2 | 18.479999542236328 |   19.3799991607666 |   19.3799991607666 | 2009-01-21 | 2009-01-22 |
| :down |  13.3 |    5 | 17.110000610351562 |   19.3799991607666 | 17.110000610351562 | 2009-01-22 | 2009-01-28 |
|   :up |   5.4 |    5 | 17.110000610351562 | 18.040000915527344 | 18.040000915527344 | 2009-01-28 | 2009-01-29 |
| :down |   5.5 |    3 | 17.100000381469727 | 18.040000915527344 | 17.100000381469727 | 2009-01-29 | 2009-02-02 |
