date,open,high,low,close,volume
2019-11-11T00:00:00.000Z,32.2,32.4342,32.08,32.31,334801.0
2019-11-12T00:00:00.000Z,32.39,32.56,31.95,32.11,315459.0
2019-11-13T00:00:00.000Z,31.96,32.07,31.84,31.95,306959.0
2019-11-14T00:00:00.000Z,31.93,32.12,31.72,31.86,293179.0
2019-11-15T00:00:00.000Z,31.94,32.22,31.94,32.11,233664.0
2019-11-18T00:00:00.000Z,31.94,31.94,31.59,31.7,228713.0
2019-11-19T00:00:00.000Z,31.59,31.63,31.21,31.24,240918.0
2019-11-20T00:00:00.000Z,31.22,31.78,31.04,31.57,583461.0
2019-11-21T00:00:00.000Z,31.6,32.1,31.57,32.07,783595.0
2019-11-22T00:00:00.000Z,32.08,32.27,31.92,31.96,317862.0
2019-11-25T00:00:00.000Z,31.91,32.06,31.81,32.04,360065.0
2019-11-26T00:00:00.000Z,32.04,32.04,31.62,31.67,318037.0
2019-11-27T00:00:00.000Z,31.73,31.86,31.5492,31.81,311283.0
2019-11-29T00:00:00.000Z,31.55,31.61,31.37,31.47,184867.0
2019-12-02T00:00:00.000Z,31.56,31.78,31.46,31.47,506238.0
2019-12-03T00:00:00.000Z,31.22,31.24,30.91,31.01,784141.0
2019-12-04T00:00:00.000Z,31.26,31.59,31.21,31.52,578950.0
2019-12-05T00:00:00.000Z,31.63,31.67,31.23,31.33,453905.0
2019-12-06T00:00:00.000Z,31.43,32.03,31.43,31.98,571317.0
2019-12-09T00:00:00.000Z,31.79,32.0601,31.66,31.92,460434.0
2019-12-10T00:00:00.000Z,31.99,32.09,31.8405,31.99,458185.0
2019-12-11T00:00:00.000Z,31.88,32.1441,31.87,31.93,287875.0
2019-12-12T00:00:00.000Z,31.98,32.62,31.92,32.58,888278.0
2019-12-13T00:00:00.000Z,32.62,32.84,32.2601,32.28,991115.0
2019-12-16T00:00:00.000Z,31.18,31.5299,31.18,31.43,349667.0
2019-12-17T00:00:00.000Z,31.49,31.71,31.3387,31.46,490433.0
2019-12-18T00:00:00.000Z,31.39,31.755,31.39,31.58,557587.0
2019-12-19T00:00:00.000Z,31.58,31.66,31.52,31.55,429351.0
2019-12-20T00:00:00.000Z,31.72,31.895,31.62,31.84,955617.0
2019-12-23T00:00:00.000Z,31.81,32.2167,31.78,32.18,828282.0
2019-12-24T00:00:00.000Z,32.19,32.3119,32.113,32.15,182954.0
2019-12-26T00:00:00.000Z,32.29,32.42,32.13,32.2,402903.0
2019-12-27T00:00:00.000Z,32.26,32.29,32.01,32.02,461027.0
2019-12-30T00:00:00.000Z,32.07,32.21,31.89,31.91,621463.0
2019-12-31T00:00:00.000Z,31.72,32.13,31.67,32.12,739646.0
2020-01-02T00:00:00.000Z,32.28,32.42,32.2,32.4,580462.0
2020-01-03T00:00:00.000Z,32.68,32.77,32.16,32.31,425900.0
2020-01-06T00:00:00.000Z,32.41,32.71,32.31,32.54,949025.0
2020-01-07T00:00:00.000Z,32.43,32.49,32.0901,32.49,705727.0
2020-01-08T00:00:00.000Z,32.44,32.46,31.84,31.91,808408.0
2020-01-09T00:00:00.000Z,31.88,32.15,31.505,32.1,589064.0
