date,open,high,low,close,volume
2019-11-11T00:00:00.000Z,3.0373,3.05,3.0373,3.05,4125.0
2019-11-12T00:00:00.000Z,3.05,3.07,3.05,3.07,2842.0
2019-11-13T00:00:00.000Z,3.07,3.07,3.05,3.0502,717.0
2019-11-14T00:00:00.000Z,3.05,3.05,3.03,3.035,8853.0
2019-11-15T00:00:00.000Z,3.04,3.045,3.04,3.045,130.0
2019-11-18T00:00:00.000Z,3.04,3.04,3.0301,3.035,610.0
2019-11-19T00:00:00.000Z,3.032,3.032,3.015,3.015,600.0
2019-11-20T00:00:00.000Z,3.03,3.03,3.0,3.0,23317.0
2019-11-21T00:00:00.000Z,3.01,3.065,3.01,3.01,4317.0
2019-11-22T00:00:00.000Z,3.02,3.05,3.02,3.05,12400.0
2019-11-25T00:00:00.000Z,3.03,3.05,3.02,3.05,2100.0
2019-11-26T00:00:00.000Z,3.0191,3.0257,3.0191,3.0257,533.0
2019-11-27T00:00:00.000Z,3.02,3.02,3.01,3.015,6900.0
2019-11-29T00:00:00.000Z,3.01,3.0426,3.0,3.035,5600.0
2019-12-02T00:00:00.000Z,3.04,3.04,3.02,3.035,2000.0
2019-12-03T00:00:00.000Z,3.02,3.025,3.02,3.025,1169.0
2019-12-04T00:00:00.000Z,3.0207,3.025,3.0207,3.025,713.0
2019-12-05T00:00:00.000Z,3.02,3.02,3.0,3.0,1417.0
2019-12-06T00:00:00.000Z,3.02,3.02,2.9773,3.0,3504.0
2019-12-09T00:00:00.000Z,3.0,3.0,2.997,3.0,4311.0
2019-12-10T00:00:00.000Z,3.0,3.015,2.981,3.015,4080.0
2019-12-11T00:00:00.000Z,2.9908,2.9908,2.98,2.98,5930.0
2019-12-12T00:00:00.000Z,3.015,3.03,3.01,3.025,1302.0
2019-12-13T00:00:00.000Z,3.05,3.07,3.03,3.0512,11664.0
2019-12-16T00:00:00.000Z,3.09,3.1548,3.09,3.1399,8474.0
2019-12-17T00:00:00.000Z,3.132,3.132,3.11,3.125,1331.0
2019-12-18T00:00:00.000Z,3.12,3.12,3.07,3.095,2616.0
2019-12-19T00:00:00.000Z,3.09,3.1089,3.09,3.0999,640.0
2019-12-20T00:00:00.000Z,3.08,3.08,3.07,3.08,9189.0
2019-12-23T00:00:00.000Z,3.09,3.0901,3.08,3.0901,6640.0
2019-12-24T00:00:00.000Z,3.085,3.09,3.08,3.0842,5771.0
2019-12-26T00:00:00.000Z,3.11,3.11,3.11,3.11,0.0
2019-12-27T00:00:00.000Z,3.1272,3.149,3.1032,3.125,13429.0
2019-12-30T00:00:00.000Z,3.1231,3.1231,3.1231,3.1231,0.0
2019-12-31T00:00:00.000Z,3.1327,3.145,3.1317,3.145,694.0
2020-01-02T00:00:00.000Z,3.15,3.16,3.1444,3.16,1468.0
2020-01-03T00:00:00.000Z,3.14,3.14,3.1101,3.115,7873.0
2020-01-06T00:00:00.000Z,3.12,3.125,3.1,3.125,1225.0
2020-01-07T00:00:00.000Z,3.09,3.102,3.08,3.095,13369.0
2020-01-08T00:00:00.000Z,3.08,3.12,3.08,3.12,108.0
2020-01-09T00:00:00.000Z,3.1103,3.13,3.1103,3.125,2213.0
2020-01-10T00:00:00.000Z,3.1277,3.1277,3.111,3.119,6320.0
2020-01-13T00:00:00.000Z,3.09,3.145,3.09,3.145,2821.0
2020-01-14T00:00:00.000Z,3.16,3.16,3.1404,3.15,1751.0
2020-01-15T00:00:00.000Z,3.15,3.17,3.15,3.16,1275.0
2020-01-16T00:00:00.000Z,3.25,3.25,3.11,3.11,2017.0
2020-01-17T00:00:00.000Z,3.1,3.14,3.1,3.14,453.0
2020-01-21T00:00:00.000Z,3.07,3.165,3.07,3.165,2322.0
2020-01-22T00:00:00.000Z,3.1727,3.1799,3.165,3.17,2823.0
2020-01-23T00:00:00.000Z,3.18,3.18,3.18,3.18,24.0
2020-01-24T00:00:00.000Z,3.14,3.14,3.1276,3.1276,2052.0
2020-01-27T00:00:00.000Z,3.1151,3.13,3.09,3.13,1169.0
2020-01-28T00:00:00.000Z,3.1256,3.1414,3.1256,3.1349,1948.0
2020-01-29T00:00:00.000Z,3.1243,3.1243,3.1141,3.1141,290.0
2020-01-30T00:00:00.000Z,3.09,3.09,3.09,3.09,1.0
2020-01-31T00:00:00.000Z,3.1093,3.1093,3.07,3.09,1607.0
2020-02-03T00:00:00.000Z,3.07,3.07,3.03,3.0443,30344.0
2020-02-04T00:00:00.000Z,3.0768,3.0768,3.0605,3.075,3351.0
2020-02-05T00:00:00.000Z,3.085,3.085,3.085,3.085,0.0
2020-02-06T00:00:00.000Z,3.065,3.065,3.065,3.065,10.0
2020-02-07T00:00:00.000Z,3.055,3.06,2.995,2.995,1931.0
2020-02-10T00:00:00.000Z,3.055,3.055,3.055,3.055,2.0
2020-02-11T00:00:00.000Z,3.0625,3.0625,3.045,3.045,2007.0
2020-02-12T00:00:00.000Z,3.07,3.0936,3.07,3.0846,2050.0
2020-02-13T00:00:00.000Z,3.0754,3.0754,3.065,3.07,829.0
2020-02-14T00:00:00.000Z,3.06,3.065,3.06,3.065,1050.0
2020-02-18T00:00:00.000Z,3.03,3.1,3.03,3.09,9431.0
2020-02-19T00:00:00.000Z,3.09,3.09,3.0751,3.0751,2630.0
2020-02-20T00:00:00.000Z,3.09,3.0958,3.09,3.09,553.0
2020-02-21T00:00:00.000Z,3.1,3.11,3.075,3.075,1261.0
2020-02-24T00:00:00.000Z,3.07,3.07,2.9987,3.0051,4920.0
2020-02-25T00:00:00.000Z,2.965,2.97,2.94,2.965,7228.0
2020-02-26T00:00:00.000Z,2.96,2.99,2.96,2.99,1254.0
2020-02-27T00:00:00.000Z,2.98,2.98,2.92,2.9595,2022.0
2020-02-28T00:00:00.000Z,2.92,2.95,2.92,2.95,2978.0
2020-03-02T00:00:00.000Z,2.96,2.9969,2.91,2.9969,5247.0
2020-03-03T00:00:00.000Z,3.0373,3.0373,2.995,2.995,1000.0
2020-03-04T00:00:00.000Z,2.985,2.985,2.985,2.985,78.0
2020-03-05T00:00:00.000Z,2.98,2.98,2.98,2.98,1.0
2020-03-06T00:00:00.000Z,2.9357,2.965,2.9357,2.965,3140.0
2020-03-09T00:00:00.000Z,2.91,2.97,2.89,2.94,14413.0
2020-03-10T00:00:00.000Z,2.91,2.935,2.91,2.935,1080.0
2020-03-11T00:00:00.000Z,2.91,2.9145,2.74,2.8,8511.0
2020-03-12T00:00:00.000Z,2.69,2.846,2.69,2.845,858.0
2020-03-13T00:00:00.000Z,2.85,2.94,2.85,2.9011,9581.0
2020-03-16T00:00:00.000Z,2.83,2.8442,2.83,2.835,3742.0
2020-03-17T00:00:00.000Z,2.836,2.836,2.805,2.805,827.0
2020-03-18T00:00:00.000Z,2.8,2.828,2.75,2.7688,14600.0
2020-03-19T00:00:00.000Z,2.76,2.88,2.75,2.8696,8265.0
2020-03-20T00:00:00.000Z,2.77,2.8351,2.77,2.8351,1369.0
2020-03-23T00:00:00.000Z,2.9,2.93,2.86,2.93,5159.0
2020-03-24T00:00:00.000Z,2.83,2.8817,2.81,2.8817,3282.0
2020-03-25T00:00:00.000Z,2.84,2.88,2.815,2.86,4106.0
