
| :symbol | :qty |           :px-open |   :dt-open |          :px-close |  :dt-close |                 :pl |
|   FSRFX |  100 | 31.739999771118164 | 2008-12-05 | 31.329999923706055 | 2008-12-09 |  -40.99998474121094 |
|   FSDCX |  100 | 11.210000038146973 | 2008-12-10 | 10.800000190734863 | 2008-12-11 |  -40.99998474121094 |
|   FSRBX |  100 | 15.390000343322754 | 2008-12-05 | 13.960000038146973 | 2008-12-11 | -143.00003051757812 |
|   FSNGX |  100 | 19.850000381469727 | 2008-12-12 | 18.950000762939453 | 2008-12-18 |  -89.99996185302734 |
|   FNARX |  100 | 18.309999465942383 | 2008-12-12 | 17.760000228881836 | 2008-12-18 |  -54.99992370605469 |
|   FBMPX |  100 | 20.600000381469727 | 2008-12-05 |  20.90999984741211 | 2008-12-22 |   30.99994659423828 |
|   FSTCX |  100 | 26.110000610351562 | 2008-12-19 |               25.5 | 2008-12-22 |  -61.00006103515625 |
|   FBSOX |  100 | 11.109999656677246 | 2008-12-19 | 10.829999923706055 | 2008-12-23 |  -27.99997329711914 |
|   FPHAX |  100 |    8.5600004196167 | 2008-12-23 |  8.699999809265137 | 2009-01-07 |   13.99993896484375 |
|   FSAGX |  100 | 28.739999771118164 | 2008-12-24 |               28.5 | 2009-01-07 | -23.999977111816406 |
|   FSDCX |  100 | 12.199999809265137 | 2009-01-08 | 11.920000076293945 | 2009-01-09 |  -27.99997329711914 |
|   FSDPX |  100 | 32.459999084472656 | 2009-01-08 | 30.399999618530273 | 2009-01-12 | -205.99994659423828 |
|   FWRLX |  100 |  4.539999961853027 | 2009-01-10 |  4.400000095367432 | 2009-01-12 |  -13.99998664855957 |
|   FBIOX |  100 |  57.79999923706055 | 2008-12-23 |  57.54999923706055 | 2009-01-20 |               -25.0 |
|   FSDCX |  100 | 11.609999656677246 | 2009-01-26 | 11.670000076293945 | 2009-01-29 |   6.000041961669922 |
|   FWRLX |  100 |  4.380000114440918 | 2009-01-26 |  4.440000057220459 | 2009-01-29 |   5.999994277954102 |
|   FDCPX |  100 | 25.959999084472656 | 2009-02-05 | 25.989999771118164 | 2009-02-10 |  3.0000686645507812 |
|   FSMEX |  100 | 19.290000915527344 | 2009-01-30 | 19.329999923706055 | 2009-02-10 |  3.9999008178710938 |
|   FSAGX |  100 | 29.790000915527344 | 2009-01-21 | 31.059999465942383 | 2009-02-24 |   126.9998550415039 |
|   FSNGX |  100 |  19.15999984741211 | 2009-02-27 |  17.15999984741211 | 2009-03-02 |              -200.0 |
|   FSRPX |  100 | 26.479999542236328 | 2009-02-27 |  25.43000030517578 | 2009-03-02 | -104.99992370605469 |
|   FNARX |  100 |               17.0 | 2009-03-11 | 18.280000686645508 | 2009-03-30 |  128.00006866455078 |
|   FPHAX |  100 |  7.639999866485596 | 2009-03-11 |  8.180000305175781 | 2009-04-20 |  54.000043869018555 |
|   FSCHX |  100 |  44.09000015258789 | 2009-03-11 |  55.27000045776367 | 2009-06-22 |  1118.0000305175781 |
|   FMCDX |  100 |  11.59000015258789 | 2009-04-21 |   15.6899995803833 | 2010-06-07 |    409.999942779541 |
|   FSDCX |  100 | 12.260000228881836 | 2009-03-31 |  23.56999969482422 | 2011-08-02 |  1130.9999465942383 |
|   FDCPX |  100 | 31.510000228881836 | 2009-06-23 | 49.369998931884766 | 2011-08-08 |   1785.999870300293 |
|   FSPCX |  100 | 40.209999084472656 | 2010-06-08 | 39.029998779296875 | 2011-08-08 | -118.00003051757812 |
|   FSTCX |  100 | 47.060001373291016 | 2011-08-03 |  41.41999816894531 | 2011-08-08 |  -564.0003204345703 |
|   FSDPX |  100 |   62.9900016784668 | 2011-08-12 | 59.540000915527344 | 2011-08-18 |  -345.0000762939453 |
|   FSNGX |  100 | 31.309999465942383 | 2011-08-12 | 29.899999618530273 | 2011-08-18 | -140.99998474121094 |
|   FNARX |  100 | 33.220001220703125 | 2011-08-12 | 31.719999313354492 | 2011-08-18 | -150.00019073486328 |
|   FSAGX |  100 | 51.310001373291016 | 2011-08-19 | 50.400001525878906 | 2011-08-24 |  -90.99998474121094 |
|   FBSOX |  100 | 19.190000534057617 | 2011-08-25 | 19.489999771118164 | 2011-09-02 |  29.999923706054688 |
|   FCYIX |  100 | 19.860000610351562 | 2011-08-25 |              20.25 | 2011-09-02 |   38.99993896484375 |
|   FSDAX |  100 |  68.62999725341797 | 2011-08-25 |  69.69000244140625 | 2011-09-02 |  106.00051879882812 |
|   FSAGX |  100 |  53.91999816894531 | 2011-09-03 |  53.20000076293945 | 2011-09-12 |  -71.99974060058594 |
|   FWRLX |  100 |  7.800000190734863 | 2011-09-15 |  7.690000057220459 | 2011-09-19 |  -11.00001335144043 |
|   FMCDX |  100 |  18.84000015258789 | 2011-09-15 | 18.489999771118164 | 2011-09-20 | -35.000038146972656 |
|   FDCPX |  100 | 52.779998779296875 | 2011-09-15 | 51.709999084472656 | 2011-09-21 | -106.99996948242188 |
|   FBMPX |  100 | 41.400001525878906 | 2011-09-20 | 40.060001373291016 | 2011-09-21 | -134.00001525878906 |
|   FDCPX |  100 | 51.630001068115234 | 2011-10-07 |  53.06999969482422 | 2011-10-20 |  143.99986267089844 |
|   FSDCX |  100 | 22.209999084472656 | 2011-10-21 | 22.280000686645508 | 2011-11-01 |   7.000160217285156 |
|   FSDPX |  100 |  56.58000183105469 | 2011-10-07 |  61.41999816894531 | 2011-11-01 |   483.9996337890625 |
|   FDLSX |  100 |  94.79000091552734 | 2011-11-02 |  91.94999694824219 | 2011-11-17 |  -284.0003967285156 |
|   FMCEX |  100 |   17.8799991607666 | 2011-11-02 | 17.489999771118164 | 2011-11-18 |  -38.99993896484375 |
|   FMCDX |  100 | 17.360000610351562 | 2011-10-07 |  18.31999969482422 | 2011-11-21 |   95.99990844726562 |
|   FMCCX |  100 | 19.489999771118164 | 2011-11-18 | 19.139999389648438 | 2011-11-21 | -35.000038146972656 |
|   FSPCX |  100 |  44.54999923706055 | 2011-11-30 |  43.83000183105469 | 2011-12-08 |  -71.99974060058594 |
|   FBMPX |  100 |  42.40999984741211 | 2011-11-30 |  41.84000015258789 | 2011-12-08 | -56.999969482421875 |
|   FSAIX |  100 |  36.63999938964844 | 2011-11-30 | 34.560001373291016 | 2011-12-09 |  -207.9998016357422 |
|   FSCHX |  100 |  93.81999969482422 | 2011-12-10 |  91.76000213623047 | 2011-12-12 |   -205.999755859375 |
|   FDCPX |  100 | 55.939998626708984 | 2011-12-09 |  54.27000045776367 | 2011-12-13 | -166.99981689453125 |
|   FSCSX |  100 |   87.0199966430664 | 2011-12-09 |   83.4000015258789 | 2011-12-14 |    -361.99951171875 |
|   FBSOX |  100 | 21.520000457763672 | 2011-12-13 |   21.1299991607666 | 2011-12-14 |  -39.00012969970703 |
|   FSAIX |  100 |  34.56999969482422 | 2011-12-21 |  34.29999923706055 | 2011-12-28 | -27.000045776367188 |
|   FBIOX |  100 |  83.86000061035156 | 2011-12-20 |  95.16999816894531 | 2012-03-06 |   1130.999755859375 |
|   FMCDX |  100 | 20.950000762939453 | 2012-03-07 | 20.770000457763672 | 2012-04-10 | -18.000030517578125 |
|   FPHAX |  100 | 13.470000267028809 | 2011-12-20 | 14.039999961853027 | 2012-04-10 |  56.999969482421875 |
|   FDCPX |  100 |  65.83999633789062 | 2012-04-11 | 63.900001525878906 | 2012-05-08 | -193.99948120117188 |
|   FSPCX |  100 |  44.58000183105469 | 2011-12-29 |  46.52000045776367 | 2012-05-17 |  193.99986267089844 |
|   FBMPX |  100 |               48.0 | 2012-04-11 | 46.880001068115234 | 2012-05-17 | -111.99989318847656 |
|   FSRBX |  100 | 18.530000686645508 | 2012-05-09 | 17.809999465942383 | 2012-05-17 |   -72.0001220703125 |
|   FMCDX |  100 | 20.459999084472656 | 2012-05-24 | 20.350000381469727 | 2012-05-30 | -10.999870300292969 |
|   FMCEX |  100 | 19.209999084472656 | 2012-05-24 | 19.100000381469727 | 2012-05-30 | -10.999870300292969 |
|   FSAIX |  100 |  37.68000030517578 | 2012-05-24 |  36.95000076293945 | 2012-06-01 |  -72.99995422363281 |
|   FBIOX |  100 |   96.9800033569336 | 2012-05-31 |  93.94999694824219 | 2012-06-01 |  -303.0006408691406 |
|   FWRLX |  100 |  7.130000114440918 | 2012-06-07 |  7.110000133514404 | 2012-06-11 | -1.9999980926513672 |
|   FSPCX |  100 | 46.849998474121094 | 2012-06-07 |  46.31999969482422 | 2012-06-11 |   -52.9998779296875 |
|   FBMPX |  100 | 48.150001525878906 | 2012-06-12 |  47.45000076293945 | 2012-06-13 |  -70.00007629394531 |
|   FDFAX |  100 |  75.72000122070312 | 2012-06-14 |  74.76000213623047 | 2012-06-21 |  -95.99990844726562 |
|   FSAGX |  100 | 37.900001525878906 | 2012-06-04 | 36.189998626708984 | 2012-06-21 |  -171.0002899169922 |
|   FBMPX |  100 | 49.150001525878906 | 2012-06-22 | 48.369998931884766 | 2012-06-25 |  -78.00025939941406 |
|   FSRFX |  100 |  52.15999984741211 | 2012-06-22 |  50.95000076293945 | 2012-06-25 | -120.99990844726562 |
|   FBIOX |  100 | 102.80000305175781 | 2012-06-26 |  101.7699966430664 | 2012-06-28 | -103.00064086914062 |
|   FWRLX |  100 |  7.409999847412109 | 2012-06-29 |  7.389999866485596 | 2012-07-06 | -1.9999980926513672 |
|   FSPCX |  100 |  47.86000061035156 | 2012-06-29 | 47.720001220703125 | 2012-07-06 |  -13.99993896484375 |
|   FMCDX |  100 | 20.799999237060547 | 2012-07-07 | 20.700000762939453 | 2012-07-09 |  -9.999847412109375 |
|   FSDPX |  100 |   65.5999984741211 | 2012-07-07 |  65.01000213623047 | 2012-07-09 |   -58.9996337890625 |
|   FBIOX |  100 | 106.88999938964844 | 2012-07-10 | 105.33999633789062 | 2012-07-11 | -155.00030517578125 |
|   FDFAX |  100 |  78.45999908447266 | 2012-07-10 |  78.33000183105469 | 2012-07-23 | -12.999725341796875 |
|   FSNGX |  100 |  29.84000015258789 | 2012-07-16 | 30.020000457763672 | 2012-07-24 |  18.000030517578125 |
|   FSTCX |  100 | 46.209999084472656 | 2012-06-12 |  47.20000076293945 | 2012-07-24 |   99.00016784667969 |
|   FMCDX |  100 | 20.889999389648438 | 2012-07-30 | 20.600000381469727 | 2012-08-01 | -28.999900817871094 |
|   FSAGX |  100 | 35.189998626708984 | 2012-07-27 |  34.56999969482422 | 2012-08-01 |  -61.99989318847656 |
|   FSDCX |  100 |  20.18000030517578 | 2012-07-30 | 21.989999771118164 | 2012-09-26 |  180.99994659423828 |
|   FDCPX |  100 | 61.209999084472656 | 2012-08-02 |   64.2699966430664 | 2012-09-26 |    305.999755859375 |
|   FSPCX |  100 |  51.45000076293945 | 2012-09-27 |   51.7400016784668 | 2012-11-02 |  29.000091552734375 |
|   FBMPX |  100 | 56.290000915527344 | 2012-09-27 |  55.29999923706055 | 2012-11-07 |  -99.00016784667969 |
|   FCYIX |  100 | 24.899999618530273 | 2012-11-03 | 24.709999084472656 | 2012-11-07 |  -19.00005340576172 |
|   FWRLX |  100 |  7.630000114440918 | 2012-08-02 |  7.989999771118164 | 2012-11-08 |   35.99996566772461 |
|   FSAGX |  100 |  40.72999954223633 | 2012-11-09 |  40.31999969482422 | 2012-11-12 |  -40.99998474121094 |
|   FSHOX |  100 |  46.79999923706055 | 2012-11-08 |  45.45000076293945 | 2012-11-14 | -134.99984741210938 |
|   FSNGX |  100 | 30.139999389648438 | 2012-11-20 | 30.229999542236328 | 2012-11-27 |   9.000015258789062 |
|   FSRBX |  100 | 18.989999771118164 | 2012-11-20 | 18.920000076293945 | 2012-12-04 |  -6.999969482421875 |
|   FBIOX |  100 | 109.62000274658203 | 2012-11-20 | 109.29000091552734 | 2012-12-07 |  -33.00018310546875 |
|   FSDCX |  100 | 22.350000381469727 | 2012-11-28 |  22.81999969482422 | 2012-12-28 |   46.99993133544922 |
|   FMCDX |  100 |  22.06999969482422 | 2012-12-05 | 22.040000915527344 | 2012-12-28 |    -2.9998779296875 |
|   FWRLX |  100 |    8.1899995803833 | 2012-12-08 |  8.170000076293945 | 2012-12-28 | -1.9999504089355469 |
|   FSELX |  100 |  44.65999984741211 | 2012-12-29 | 48.209999084472656 | 2013-04-17 |   354.9999237060547 |
|   FSLEX |  100 | 16.739999771118164 | 2012-12-29 | 17.829999923706055 | 2013-04-18 |  109.00001525878906 |
|   FSTCX |  100 | 55.310001373291016 | 2013-04-18 | 55.869998931884766 | 2013-05-29 |     55.999755859375 |
|   FSDCX |  100 | 25.700000762939453 | 2013-05-30 |  25.43000030517578 | 2013-05-31 | -27.000045776367188 |
|   FDCPX |  100 |  65.80999755859375 | 2013-06-01 |  63.59000015258789 | 2013-06-21 | -221.99974060058594 |
|   FSCSX |  100 |  94.87999725341797 | 2013-06-22 |  94.06999969482422 | 2013-06-24 |    -80.999755859375 |
|   FPHAX |  100 | 17.200000762939453 | 2013-04-19 | 17.020000457763672 | 2013-06-24 | -18.000030517578125 |
|   FSUTX |  100 | 62.279998779296875 | 2013-06-26 |  64.48999786376953 | 2013-08-14 |  220.99990844726562 |
|   FSDCX |  100 |  27.15999984741211 | 2013-08-15 | 27.149999618530273 | 2013-08-16 | -1.0000228881835938 |
|   FSDPX |  100 |  77.52999877929688 | 2013-08-17 |  78.77999877929688 | 2013-10-08 |               125.0 |
|   FSNGX |  100 | 36.709999084472656 | 2013-10-09 | 37.689998626708984 | 2013-12-10 |   97.99995422363281 |
|   FSPCX |  100 |  69.87999725341797 | 2013-12-11 |  67.58000183105469 | 2013-12-20 | -229.99954223632812 |
|   FSDCX |  100 | 28.540000915527344 | 2013-12-21 | 29.739999771118164 | 2014-01-29 |  119.99988555908203 |
|   FSRFX |  100 |  74.83000183105469 | 2014-01-30 |               72.5 | 2014-02-03 | -233.00018310546875 |
|   FSAGX |  100 | 20.420000076293945 | 2014-02-04 |  21.18000030517578 | 2014-03-24 |    76.0000228881836 |
|   FMCDX |  100 | 30.049999237060547 | 2014-03-25 | 29.739999771118164 | 2014-03-26 |  -30.99994659423828 |
|   FSDPX |  100 |  85.79000091552734 | 2014-03-27 |  82.37000274658203 | 2014-04-11 | -341.99981689453125 |
|   FSPHX |  100 |  155.0399932861328 | 2013-06-25 | 181.57000732421875 | 2014-04-11 |  2653.0014038085938 |
|   FSAVX |  100 |  38.31999969482422 | 2012-12-29 | 49.470001220703125 | 2014-04-11 |  1115.0001525878906 |
|   FSENX |  100 |  56.86000061035156 | 2014-04-16 |  57.40999984741211 | 2014-05-16 |   54.99992370605469 |
|   FSTCX |  100 |  60.31999969482422 | 2014-05-17 | 59.869998931884766 | 2014-06-12 |  -45.00007629394531 |
|   FMCDX |  100 | 30.700000762939453 | 2014-06-13 | 30.850000381469727 | 2014-07-10 |  14.999961853027344 |
|   FNARX |  100 |  38.31999969482422 | 2014-04-12 | 41.060001373291016 | 2014-08-01 |   274.0001678466797 |
|   FSNGX |  100 | 40.630001068115234 | 2014-04-12 | 43.189998626708984 | 2014-08-05 |    255.999755859375 |
|   FDCPX |  100 |  79.30000305175781 | 2014-07-11 |  77.95999908447266 | 2014-08-07 | -134.00039672851562 |
|   FSAGX |  100 | 23.860000610351562 | 2014-08-12 | 23.530000686645508 | 2014-08-15 |  -32.99999237060547 |
|   FSPCX |  100 |  65.76000213623047 | 2014-08-16 |   66.5999984741211 | 2014-09-23 |    83.9996337890625 |
|   FSRPX |  100 |  81.87999725341797 | 2014-08-11 |  83.31999969482422 | 2014-09-23 |    144.000244140625 |
|   FSCHX |  100 | 158.80999755859375 | 2014-09-24 | 156.47000122070312 | 2014-09-25 |  -233.9996337890625 |
|   FSPTX |  100 |  119.1500015258789 | 2014-08-02 | 119.83000183105469 | 2014-10-01 |   68.00003051757812 |
|   FBIOX |  100 | 219.02000427246094 | 2014-09-26 |  209.4499969482422 | 2014-10-07 |   -957.000732421875 |
|   FPHAX |  100 | 21.899999618530273 | 2014-09-24 | 21.209999084472656 | 2014-10-09 |  -69.00005340576172 |
|   FSDPX |  100 |  80.51000213623047 | 2014-10-20 |   80.5199966430664 | 2014-10-27 |    0.99945068359375 |
|   FSDCX |  100 | 31.600000381469727 | 2014-10-28 | 31.530000686645508 | 2014-12-05 |  -6.999969482421875 |
|   FMCDX |  100 | 31.889999389648438 | 2014-12-06 | 30.809999465942383 | 2014-12-15 | -107.99999237060547 |
|   FSMEX |  100 |  41.16999816894531 | 2014-12-16 |  39.27000045776367 | 2014-12-19 | -189.99977111816406 |
|   FWRLX |  100 |   9.09000015258789 | 2014-12-20 |  8.930000305175781 | 2015-01-05 | -15.999984741210938 |
|   FSRFX |  100 |  81.66000366210938 | 2014-10-17 |  90.83999633789062 | 2015-01-14 |    917.999267578125 |
|   FSAGX |  100 | 18.280000686645508 | 2015-01-06 |  18.81999969482422 | 2015-01-29 |  53.999900817871094 |
|   FPHAX |  100 | 21.709999084472656 | 2015-01-15 | 21.790000915527344 | 2015-01-30 |    8.00018310546875 |
|   FSELX |  100 |  83.19999694824219 | 2015-01-30 |  84.38999938964844 | 2015-04-10 |    119.000244140625 |
|   FSAIX |  100 |   61.9900016784668 | 2014-10-17 |              70.25 | 2015-05-05 |   825.9998321533203 |
|   FSNGX |  100 | 32.939998626708984 | 2015-04-11 | 33.189998626708984 | 2015-05-19 |                25.0 |
|   FSDCX |  100 | 32.599998474121094 | 2015-05-20 |   32.2599983215332 | 2015-05-26 |  -34.00001525878906 |
|   FWRLX |  100 |  9.640000343322754 | 2015-05-27 |  9.449999809265137 | 2015-06-05 |  -19.00005340576172 |
|   FBMPX |  100 |  83.23999786376953 | 2015-06-06 |  82.55999755859375 | 2015-06-08 |  -68.00003051757812 |
|   FSRBX |  100 | 27.860000610351562 | 2015-06-10 | 27.559999465942383 | 2015-06-29 |  -30.00011444091797 |
|   FBIOX |  100 | 252.97999572753906 | 2015-05-11 |              263.0 | 2015-06-29 |  1002.0004272460938 |
|   FBIOX |  100 |  272.7699890136719 | 2015-07-06 |  265.3900146484375 | 2015-07-08 |  -737.9974365234375 |
|   FSUTX |  100 |  68.61000061035156 | 2015-07-08 |  68.08999633789062 | 2015-07-09 |  -52.00042724609375 |
|   FSDPX |  100 |  77.83000183105469 | 2015-07-14 |  76.83000183105469 | 2015-07-17 |              -100.0 |
|   FMCDX |  100 |  33.84000015258789 | 2015-07-14 |  33.38999938964844 | 2015-07-21 |  -45.00007629394531 |
|   FSDCX |  100 | 30.780000686645508 | 2015-07-18 | 30.450000762939453 | 2015-07-22 |  -32.99999237060547 |
|   FSRBX |  100 |  28.31999969482422 | 2015-07-23 |  27.90999984741211 | 2015-07-24 |  -40.99998474121094 |
|   FSCSX |  100 | 119.12999725341797 | 2015-07-25 | 117.83000183105469 | 2015-07-27 | -129.99954223632812 |
|   FSDCX |  100 |  31.31999969482422 | 2015-07-31 |  30.81999969482422 | 2015-08-04 |               -50.0 |
|   FSDPX |  100 |  75.87000274658203 | 2015-08-05 |  74.87000274658203 | 2015-08-07 |              -100.0 |
|   FSPCX |  100 |  71.23999786376953 | 2015-07-22 |              69.75 | 2015-08-20 | -148.99978637695312 |
|   FSDAX |  100 | 117.38999938964844 | 2015-08-08 | 114.88999938964844 | 2015-08-20 |              -250.0 |
|   FSRPX |  100 |   88.2300033569336 | 2015-01-31 |  96.98999786376953 | 2015-08-21 |   875.9994506835938 |
|   FBIOX |  100 | 255.66000366210938 | 2015-08-28 |  248.3300018310547 | 2015-08-31 |  -733.0001831054688 |
|   FSDCX |  100 | 28.950000762939453 | 2015-08-31 | 28.190000534057617 | 2015-09-01 |   -76.0000228881836 |
|   FMCDX |  100 |  31.31999969482422 | 2015-08-31 | 30.450000762939453 | 2015-09-01 |  -86.99989318847656 |
|   FSAIX |  100 |  68.68000030517578 | 2015-09-15 |   68.3499984741211 | 2015-09-18 |  -33.00018310546875 |
|   FSPTX |  100 | 112.69999694824219 | 2015-09-15 | 112.38999938964844 | 2015-09-18 |    -30.999755859375 |
|   FSRFX |  100 |  83.19999694824219 | 2015-09-15 |              82.75 | 2015-09-18 |  -44.99969482421875 |
|   FBIOX |  100 | 265.45001220703125 | 2015-09-19 | 252.19000244140625 | 2015-09-21 |    -1326.0009765625 |
|   FSUTX |  100 |   65.2300033569336 | 2015-09-19 |  65.16000366210938 | 2015-09-21 |  -6.999969482421875 |
|   FBMPX |  100 |  77.19000244140625 | 2015-09-19 |  76.33999633789062 | 2015-09-23 |   -85.0006103515625 |
|   FSDCX |  100 | 28.510000228881836 | 2015-10-02 | 29.690000534057617 | 2015-11-05 |  118.00003051757812 |
|   FMCDX |  100 |   32.0099983215332 | 2015-11-06 | 31.040000915527344 | 2015-11-12 |  -96.99974060058594 |
|   FSDPX |  100 |   67.8499984741211 | 2015-10-02 |  70.91999816894531 | 2015-11-12 |   306.9999694824219 |
|   FBMPX |  100 |   80.4800033569336 | 2015-11-13 |              79.75 | 2015-12-03 |  -73.00033569335938 |
|   FBSOX |  100 |  41.84000015258789 | 2015-12-04 |   40.0099983215332 | 2015-12-11 | -183.00018310546875 |
|   FSCHX |  100 |  124.1500015258789 | 2015-10-02 |  133.1199951171875 | 2015-12-14 |   896.9993591308594 |
|   FSCSX |  100 | 122.77999877929688 | 2015-11-13 | 119.37000274658203 | 2015-12-18 |  -340.9996032714844 |
|   FSTCX |  100 | 61.220001220703125 | 2015-12-17 |  59.20000076293945 | 2015-12-18 |  -202.0000457763672 |
|   FSPHX |  100 |  219.9199981689453 | 2015-12-17 |  203.3699951171875 | 2015-12-18 | -1655.0003051757812 |
|   FSAGX |  100 | 13.760000228881836 | 2015-12-23 | 13.630000114440918 | 2015-12-28 | -13.000011444091797 |
|   FSDCX |  100 | 27.860000610351562 | 2015-12-24 | 27.690000534057617 | 2015-12-31 |  -17.00000762939453 |
|   FMCDX |  100 | 31.010000228881836 | 2015-12-29 | 30.530000686645508 | 2015-12-31 |  -47.99995422363281 |
|   FSUTX |  100 |  62.22999954223633 | 2015-12-19 | 63.060001373291016 | 2016-01-07 |   83.00018310546875 |
|   FSAGX |  100 | 14.010000228881836 | 2016-01-06 | 14.199999809265137 | 2016-01-08 |  18.999958038330078 |
|   FNARX |  100 | 22.860000610351562 | 2016-01-29 | 21.690000534057617 | 2016-02-02 | -117.00000762939453 |
|   FDFAX |  100 |  89.69999694824219 | 2016-02-03 |  89.12999725341797 | 2016-02-04 | -56.999969482421875 |
|   FSDPX |  100 |               61.5 | 2016-02-05 |  59.77000045776367 | 2016-02-08 |  -172.9999542236328 |
|   FSTCX |  100 | 59.279998779296875 | 2016-01-26 | 58.439998626708984 | 2016-02-08 |  -84.00001525878906 |
|   FSUTX |  100 |              67.25 | 2016-02-09 |  65.33999633789062 | 2016-02-11 |  -191.0003662109375 |
|   FDLSX |  100 | 123.44000244140625 | 2016-02-16 | 129.22000122070312 | 2016-04-28 |   577.9998779296875 |
|   FSDCX |  100 | 27.540000915527344 | 2016-04-29 | 26.649999618530273 | 2016-05-04 |  -89.00012969970703 |
|   FMCDX |  100 | 30.190000534057617 | 2016-05-05 |  29.84000015258789 | 2016-06-24 | -35.000038146972656 |
|   FSCSX |  100 | 118.91000366210938 | 2016-06-25 | 115.87000274658203 | 2016-06-27 |  -304.0000915527344 |
|   FSAGX |  100 | 13.710000038146973 | 2016-01-26 | 22.059999465942383 | 2016-10-04 |    834.999942779541 |
|   FSDCX |  100 |  32.27000045776367 | 2016-10-05 |  30.68000030517578 | 2016-10-13 | -159.00001525878906 |
|   FSTCX |  100 | 59.880001068115234 | 2016-02-16 |  68.06999969482422 | 2016-10-26 |   818.9998626708984 |
|   FSMEX |  100 |  38.61000061035156 | 2016-06-28 |  39.77000045776367 | 2016-10-27 |  115.99998474121094 |
|   FSRBX |  100 | 26.510000228881836 | 2016-10-27 | 25.920000076293945 | 2016-11-02 |  -59.00001525878906 |
|   FSCSX |  100 | 136.67999267578125 | 2016-10-28 |  129.9600067138672 | 2016-11-14 |  -671.9985961914062 |
|   FSPTX |  100 | 129.74000549316406 | 2016-11-03 | 127.86000061035156 | 2016-11-14 |    -188.00048828125 |
|   FSDCX |  100 |   32.7400016784668 | 2016-11-15 | 31.940000534057617 | 2016-12-01 |  -80.00011444091797 |
|   FDCPX |  100 |  75.91000366210938 | 2016-10-14 |  75.06999969482422 | 2016-12-16 |  -84.00039672851562 |
|   FSDPX |  100 |  76.69000244140625 | 2016-12-02 |  76.69000244140625 | 2016-12-22 |                 0.0 |
|   FSDCX |  100 |  33.20000076293945 | 2016-12-17 |  32.91999816894531 | 2016-12-28 | -28.000259399414062 |
|   FSPCX |  100 |  77.55000305175781 | 2016-12-29 |  77.97000122070312 | 2017-04-13 |   41.99981689453125 |
|   FDCPX |  100 |  83.19000244140625 | 2017-04-14 |  84.08999633789062 | 2017-06-15 |    89.9993896484375 |
|   FSPCX |  100 |  83.63999938964844 | 2017-06-16 |  82.69999694824219 | 2017-06-21 |    -94.000244140625 |
|   FMCDX |  100 |               32.5 | 2016-11-15 |  37.02000045776367 | 2018-02-08 |   452.0000457763672 |
|   FWRLX |  100 |   8.40999984741211 | 2016-12-23 |  9.739999771118164 | 2018-02-08 |  132.99999237060547 |
|   FMCEX |  100 | 33.290000915527344 | 2017-06-22 |  33.81999969482422 | 2018-02-08 |    52.9998779296875 |
|   FSDCX |  100 |  38.43000030517578 | 2018-02-14 |  38.34000015258789 | 2018-02-22 |  -9.000015258789062 |
|   FMCDX |  100 |  39.16999816894531 | 2018-02-23 |   38.4900016784668 | 2018-02-28 |  -67.99964904785156 |
|   FSDPX |  100 |  90.30000305175781 | 2018-02-14 |   88.9000015258789 | 2018-02-28 | -140.00015258789062 |
|   FWRLX |  100 | 10.170000076293945 | 2018-02-14 | 10.239999771118164 | 2018-03-01 |   6.999969482421875 |
|   FDCPX |  100 |   91.3499984741211 | 2018-03-01 |  91.95999908447266 | 2018-03-22 |   61.00006103515625 |
|   FSPTX |  100 |             191.25 | 2018-03-01 | 192.49000549316406 | 2018-03-22 |  124.00054931640625 |
|   FSELX |  100 | 117.83000183105469 | 2018-03-02 |  119.4800033569336 | 2018-03-22 |  165.00015258789062 |
|   FSAGX |  100 | 19.540000915527344 | 2018-03-26 |  19.15999984741211 | 2018-03-27 |  -38.00010681152344 |
|   FDFAX |  100 |  87.12000274658203 | 2018-03-29 |  85.18000030517578 | 2018-04-02 |   -194.000244140625 |
|   FSAGX |  100 | 19.829999923706055 | 2018-04-11 |               19.5 | 2018-04-23 |  -32.99999237060547 |
|   FNARX |  100 | 29.270000457763672 | 2018-04-12 | 30.889999389648438 | 2018-05-25 |  161.99989318847656 |
|   FSENX |  100 |  46.29999923706055 | 2018-04-24 | 47.529998779296875 | 2018-05-25 |  122.99995422363281 |
|   FMCDX |  100 | 40.150001525878906 | 2018-05-26 | 39.869998931884766 | 2018-05-29 | -28.000259399414062 |
|   FSNGX |  100 | 23.020000457763672 | 2018-04-12 | 24.520000457763672 | 2018-05-29 |               150.0 |
|   FSRBX |  100 | 33.869998931884766 | 2018-05-26 | 32.900001525878906 | 2018-05-29 |  -96.99974060058594 |
|   FSAIX |  100 |  78.94000244140625 | 2018-05-30 |  78.45999908447266 | 2018-06-21 | -48.000335693359375 |
|   FSPTX |  100 | 181.07000732421875 | 2018-05-30 |             178.75 | 2018-06-25 |   -232.000732421875 |
|   FSRFX |  100 | 100.52999877929688 | 2018-05-30 |  97.44999694824219 | 2018-06-25 | -308.00018310546875 |
|   FBMPX |  100 |  78.12000274658203 | 2018-06-22 |  75.69000244140625 | 2018-06-27 | -243.00003051757812 |
|   FSNGX |  100 | 25.489999771118164 | 2018-06-29 |  25.18000030517578 | 2018-07-02 |  -30.99994659423828 |
|   FSUTX |  100 |   85.4000015258789 | 2018-06-26 |  85.05999755859375 | 2018-07-09 | -34.000396728515625 |
